inputPath-batch-0.txt, Thu Sep 15 06:04:33 MDT 2016, 23, Thu Sep 15 06:04:56 MDT 2016, batch1
inputPath-batch-1.txt, Thu Sep 15 06:05:28 MDT 2016, 21, Thu Sep 15 06:05:49 MDT 2016, batch1
inputPath-batch-2.txt, Thu Sep 15 06:06:22 MDT 2016, 21, Thu Sep 15 06:06:43 MDT 2016, batch1
inputPath-batch-3.txt, Thu Sep 15 06:06:36 MDT 2016, 23, Thu Sep 15 06:07:00 MDT 2016, batch1
inputPath-batch-4.txt, Thu Sep 15 06:07:52 MDT 2016, 31, Thu Sep 15 06:08:23 MDT 2016, batch1
inputPath-batch-5.txt, Thu Sep 15 06:08:02 MDT 2016, 26, Thu Sep 15 06:08:28 MDT 2016, batch1
inputPath-batch-6.txt, Thu Sep 15 06:10:26 MDT 2016, 23, Thu Sep 15 06:10:49 MDT 2016, batch1
inputPath-batch-7.txt, Thu Sep 15 06:10:49 MDT 2016, 31, Thu Sep 15 06:11:21 MDT 2016, batch1
inputPath-batch-8.txt, Thu Sep 15 06:10:56 MDT 2016, 28, Thu Sep 15 06:11:25 MDT 2016, batch1
inputPath-batch-9.txt, Thu Sep 15 06:12:14 MDT 2016, 23, Thu Sep 15 06:12:38 MDT 2016, batch1
inputPath-batch-10.txt, Thu Sep 15 06:12:46 MDT 2016, 31, Thu Sep 15 06:13:17 MDT 2016, batch1
inputPath-batch-11.txt, Thu Sep 15 06:12:52 MDT 2016, 26, Thu Sep 15 06:13:19 MDT 2016, batch1
inputPath-batch-12.txt, Thu Sep 15 06:14:44 MDT 2016, 23, Thu Sep 15 06:15:07 MDT 2016, batch1
inputPath-batch-13.txt, Thu Sep 15 06:15:46 MDT 2016, 21, Thu Sep 15 06:16:07 MDT 2016, batch1
inputPath-batch-14.txt, Thu Sep 15 06:16:16 MDT 2016, 21, Thu Sep 15 06:16:37 MDT 2016, batch1
inputPath-batch-15.txt, Thu Sep 15 06:16:41 MDT 2016, 22, Thu Sep 15 06:17:03 MDT 2016, batch1
inputPath-batch-16.txt, Thu Sep 15 06:20:11 MDT 2016, 21, Thu Sep 15 06:20:32 MDT 2016, batch1
inputPath-batch-17.txt, Thu Sep 15 06:23:07 MDT 2016, 24, Thu Sep 15 06:23:32 MDT 2016, batch1
inputPath-batch-18.txt, Thu Sep 15 06:23:28 MDT 2016, 27, Thu Sep 15 06:23:55 MDT 2016, batch1
inputPath-batch-19.txt, Thu Sep 15 06:24:17 MDT 2016, 42, Thu Sep 15 06:24:59 MDT 2016, batch1
inputPath-batch-20.txt, Thu Sep 15 06:24:17 MDT 2016, 47, Thu Sep 15 06:25:05 MDT 2016, batch1
inputPath-batch-21.txt, Thu Sep 15 06:24:26 MDT 2016, 39, Thu Sep 15 06:25:05 MDT 2016, batch1
inputPath-batch-22.txt, Thu Sep 15 06:24:53 MDT 2016, 27, Thu Sep 15 06:25:20 MDT 2016, batch1
inputPath-batch-23.txt, Thu Sep 15 06:25:15 MDT 2016, 22, Thu Sep 15 06:25:37 MDT 2016, batch1
inputPath-batch-24.txt, Thu Sep 15 06:25:40 MDT 2016, 20, Thu Sep 15 06:26:00 MDT 2016, batch1
inputPath-batch-25.txt, Thu Sep 15 06:26:00 MDT 2016, 22, Thu Sep 15 06:26:22 MDT 2016, batch1
inputPath-batch-26.txt, Thu Sep 15 06:28:16 MDT 2016, 24, Thu Sep 15 06:28:40 MDT 2016, batch1
