100003, Thu Jan 26 05:27:44 MST 2017, Thu Jan 26 05:27:50 MST 2017, 93989, 100132, Thu Jan 26 05:29:24 MST 2017
100001, Thu Jan 26 05:27:44 MST 2017, Thu Jan 26 05:27:50 MST 2017, 95165, 101034, Thu Jan 26 05:29:25 MST 2017
100006, Thu Jan 26 05:27:44 MST 2017, Thu Jan 26 05:27:50 MST 2017, 145020, 150755, Thu Jan 26 05:30:15 MST 2017
100000, Thu Jan 26 05:27:44 MST 2017, Thu Jan 26 05:27:50 MST 2017, 163168, 169051, Thu Jan 26 05:30:33 MST 2017
0, Thu Jan 26 05:31:03 MST 2017, Thu Jan 26 05:31:06 MST 2017, 147562, 150555, Thu Jan 26 05:33:34 MST 2017
100004, Thu Jan 26 05:27:44 MST 2017, Thu Jan 26 05:27:50 MST 2017, 352946, 358632, Thu Jan 26 05:33:43 MST 2017
100007, Thu Jan 26 05:27:44 MST 2017, Thu Jan 26 05:27:50 MST 2017, 419305, 425072, Thu Jan 26 05:34:49 MST 2017
100002, Thu Jan 26 05:27:44 MST 2017, Thu Jan 26 05:27:50 MST 2017, 588877, 594550, Thu Jan 26 05:37:39 MST 2017
100005, Thu Jan 26 05:27:44 MST 2017, Thu Jan 26 05:27:50 MST 2017, 633778, 639480, Thu Jan 26 05:38:24 MST 2017
100008, Thu Jan 26 05:30:23 MST 2017, Thu Jan 26 05:34:43 MST 2017, 244225, 503506, Thu Jan 26 05:38:47 MST 2017
100011, Thu Jan 26 05:30:23 MST 2017, Thu Jan 26 05:34:43 MST 2017, 319260, 578448, Thu Jan 26 05:40:02 MST 2017
100015, Thu Jan 26 05:30:23 MST 2017, Thu Jan 26 05:34:43 MST 2017, 323005, 582236, Thu Jan 26 05:40:06 MST 2017
1, Thu Jan 26 05:41:04 MST 2017, Thu Jan 26 05:41:07 MST 2017, 129438, 132842, Thu Jan 26 05:43:16 MST 2017
100010, Thu Jan 26 05:30:23 MST 2017, Thu Jan 26 05:34:43 MST 2017, 587445, 846577, Thu Jan 26 05:44:30 MST 2017
100012, Thu Jan 26 05:30:23 MST 2017, Thu Jan 26 05:34:43 MST 2017, 667940, 927059, Thu Jan 26 05:45:50 MST 2017
100009, Thu Jan 26 05:30:24 MST 2017, Thu Jan 26 05:34:43 MST 2017, 700835, 959891, Thu Jan 26 05:46:23 MST 2017
100013, Thu Jan 26 05:30:24 MST 2017, Thu Jan 26 05:34:43 MST 2017, 701100, 960071, Thu Jan 26 05:46:24 MST 2017
100014, Thu Jan 26 05:30:23 MST 2017, Thu Jan 26 05:34:43 MST 2017, 702614, 961871, Thu Jan 26 05:46:25 MST 2017
100022, Thu Jan 26 05:33:03 MST 2017, Thu Jan 26 05:34:43 MST 2017, 837865, 937287, Thu Jan 26 05:48:41 MST 2017
100019, Thu Jan 26 05:33:03 MST 2017, Thu Jan 26 05:34:43 MST 2017, 944945, 1044151, Thu Jan 26 05:50:27 MST 2017
100021, Thu Jan 26 05:33:03 MST 2017, Thu Jan 26 05:34:43 MST 2017, 1343366, 1442593, Thu Jan 26 05:57:06 MST 2017
100016, Thu Jan 26 05:33:03 MST 2017, Thu Jan 26 05:34:43 MST 2017, 1356473, 1455729, Thu Jan 26 05:57:19 MST 2017
100023, Thu Jan 26 05:33:03 MST 2017, Thu Jan 26 05:34:43 MST 2017, 1473608, 1572708, Thu Jan 26 05:59:16 MST 2017
100020, Thu Jan 26 05:33:03 MST 2017, Thu Jan 26 05:34:43 MST 2017, 1569373, 1668513, Thu Jan 26 06:00:52 MST 2017
100017, Thu Jan 26 05:33:03 MST 2017, Thu Jan 26 05:34:43 MST 2017, 1725905, 1825196, Thu Jan 26 06:03:29 MST 2017
2, Thu Jan 26 05:51:03 MST 2017, Thu Jan 26 05:51:07 MST 2017, 745965, 749290, Thu Jan 26 06:03:33 MST 2017
100018, Thu Jan 26 05:33:03 MST 2017, Thu Jan 26 05:34:43 MST 2017, 2019843, 2119129, Thu Jan 26 06:08:23 MST 2017
100025, Thu Jan 26 05:35:43 MST 2017, Thu Jan 26 06:08:16 MST 2017, 78750, 2031049, Thu Jan 26 06:09:34 MST 2017
100029, Thu Jan 26 05:35:43 MST 2017, Thu Jan 26 06:08:16 MST 2017, 149058, 2101225, Thu Jan 26 06:10:45 MST 2017
3, Thu Jan 26 06:01:03 MST 2017, Thu Jan 26 06:03:18 MST 2017, 764993, 899650, Thu Jan 26 06:16:03 MST 2017
100024, Thu Jan 26 05:35:43 MST 2017, Thu Jan 26 06:08:16 MST 2017, 477313, 2429594, Thu Jan 26 06:16:13 MST 2017
100026, Thu Jan 26 05:35:43 MST 2017, Thu Jan 26 06:08:15 MST 2017, 507559, 2459587, Thu Jan 26 06:16:43 MST 2017
100033, Thu Jan 26 05:38:23 MST 2017, Thu Jan 26 06:08:15 MST 2017, 543437, 2335811, Thu Jan 26 06:17:19 MST 2017
100038, Thu Jan 26 05:38:23 MST 2017, Thu Jan 26 06:08:16 MST 2017, 543456, 2335759, Thu Jan 26 06:17:19 MST 2017
100030, Thu Jan 26 05:35:43 MST 2017, Thu Jan 26 06:08:16 MST 2017, 568580, 2520698, Thu Jan 26 06:17:44 MST 2017
100032, Thu Jan 26 05:38:23 MST 2017, Thu Jan 26 06:08:15 MST 2017, 570695, 2362773, Thu Jan 26 06:17:46 MST 2017
100031, Thu Jan 26 05:35:43 MST 2017, Thu Jan 26 06:08:16 MST 2017, 573620, 2525767, Thu Jan 26 06:17:49 MST 2017
100035, Thu Jan 26 05:38:23 MST 2017, Thu Jan 26 06:08:16 MST 2017, 684780, 2477017, Thu Jan 26 06:19:40 MST 2017
100036, Thu Jan 26 05:38:23 MST 2017, Thu Jan 26 06:08:16 MST 2017, 706655, 2498970, Thu Jan 26 06:20:02 MST 2017
100034, Thu Jan 26 05:38:23 MST 2017, Thu Jan 26 06:08:16 MST 2017, 706662, 2498977, Thu Jan 26 06:20:02 MST 2017
100037, Thu Jan 26 05:38:23 MST 2017, Thu Jan 26 06:08:16 MST 2017, 878756, 2670999, Thu Jan 26 06:22:54 MST 2017
100027, Thu Jan 26 05:35:43 MST 2017, Thu Jan 26 06:08:16 MST 2017, 961262, 2913648, Thu Jan 26 06:24:17 MST 2017
100028, Thu Jan 26 05:35:43 MST 2017, Thu Jan 26 06:08:15 MST 2017, 962384, 2914494, Thu Jan 26 06:24:18 MST 2017
100039, Thu Jan 26 05:38:23 MST 2017, Thu Jan 26 06:08:15 MST 2017, 1041064, 2833076, Thu Jan 26 06:25:36 MST 2017
100045, Thu Jan 26 05:41:03 MST 2017, Thu Jan 26 06:08:16 MST 2017, 1042050, 2674351, Thu Jan 26 06:25:38 MST 2017
