100007, Wed Jan 04 00:43:09 MST 2017, Wed Jan 04 00:43:20 MST 2017, 228809, 240056, Wed Jan 04 00:47:09 MST 2017
0, Wed Jan 04 00:46:16 MST 2017, Wed Jan 04 00:46:24 MST 2017, 82362, 89830, Wed Jan 04 00:47:46 MST 2017
100004, Wed Jan 04 00:43:09 MST 2017, Wed Jan 04 00:43:20 MST 2017, 361519, 373015, Wed Jan 04 00:49:22 MST 2017
100000, Wed Jan 04 00:43:09 MST 2017, Wed Jan 04 00:43:20 MST 2017, 432806, 444188, Wed Jan 04 00:50:33 MST 2017
1, Wed Jan 04 00:49:36 MST 2017, Wed Jan 04 00:49:44 MST 2017, 69221, 77032, Wed Jan 04 00:50:54 MST 2017
100012, Wed Jan 04 00:45:49 MST 2017, Wed Jan 04 00:48:37 MST 2017, 185272, 353274, Wed Jan 04 00:51:42 MST 2017
100006, Wed Jan 04 00:43:09 MST 2017, Wed Jan 04 00:43:20 MST 2017, 740764, 751964, Wed Jan 04 00:55:41 MST 2017
100005, Wed Jan 04 00:43:09 MST 2017, Wed Jan 04 00:43:20 MST 2017, 780066, 791338, Wed Jan 04 00:56:20 MST 2017
100013, Wed Jan 04 00:45:49 MST 2017, Wed Jan 04 00:49:24 MST 2017, 418091, 633045, Wed Jan 04 00:56:22 MST 2017
100008, Wed Jan 04 00:45:49 MST 2017, Wed Jan 04 00:49:16 MST 2017, 427133, 634262, Wed Jan 04 00:56:23 MST 2017
2, Wed Jan 04 00:52:57 MST 2017, Wed Jan 04 00:53:05 MST 2017, 236912, 244704, Wed Jan 04 00:57:01 MST 2017
100016, Wed Jan 04 00:48:29 MST 2017, Wed Jan 04 00:49:16 MST 2017, 561875, 608622, Wed Jan 04 00:58:38 MST 2017
3, Wed Jan 04 00:56:34 MST 2017, Wed Jan 04 00:56:52 MST 2017, 165441, 183027, Wed Jan 04 00:59:37 MST 2017
100021, Wed Jan 04 00:48:29 MST 2017, Wed Jan 04 00:49:24 MST 2017, 724978, 779695, Wed Jan 04 01:01:29 MST 2017
100014, Wed Jan 04 00:45:48 MST 2017, Wed Jan 04 00:49:51 MST 2017, 780193, 1022516, Wed Jan 04 01:02:51 MST 2017
100024, Wed Jan 04 00:51:09 MST 2017, Wed Jan 04 00:57:52 MST 2017, 347908, 750339, Wed Jan 04 01:03:40 MST 2017
