0, Fri Nov 02 14:48:53 EDT 2018, Fri Nov 02 14:48:58 EDT 2018, 77557, 82652, Fri Nov 02 14:50:15 EDT 2018
3, Fri Nov 02 14:48:53 EDT 2018, Fri Nov 02 14:49:01 EDT 2018, 125434, 133541, Fri Nov 02 14:51:06 EDT 2018
2, Fri Nov 02 14:48:53 EDT 2018, Fri Nov 02 14:49:03 EDT 2018, 204473, 214535, Fri Nov 02 14:52:27 EDT 2018
100000, Fri Nov 02 14:48:53 EDT 2018, Fri Nov 02 14:48:58 EDT 2018, 211541, 216550, Fri Nov 02 14:52:29 EDT 2018
1, Fri Nov 02 14:48:53 EDT 2018, Fri Nov 02 14:51:42 EDT 2018, 76915, 245446, Fri Nov 02 14:52:59 EDT 2018
100003, Fri Nov 02 14:48:53 EDT 2018, Fri Nov 02 14:48:59 EDT 2018, 334100, 340721, Fri Nov 02 14:54:33 EDT 2018
100002, Fri Nov 02 14:48:53 EDT 2018, Fri Nov 02 14:49:02 EDT 2018, 333087, 342529, Fri Nov 02 14:54:35 EDT 2018
100001, Fri Nov 02 14:48:53 EDT 2018, Fri Nov 02 14:49:04 EDT 2018, 374771, 385962, Fri Nov 02 14:55:19 EDT 2018
2, Fri Nov 02 15:09:23 EDT 2018, Fri Nov 02 15:09:25 EDT 2018, 66083, 68713, Fri Nov 02 15:10:31 EDT 2018
1, Fri Nov 02 15:09:23 EDT 2018, Fri Nov 02 15:09:27 EDT 2018, 102375, 105697, Fri Nov 02 15:11:09 EDT 2018
3, Fri Nov 02 15:09:23 EDT 2018, Fri Nov 02 15:09:28 EDT 2018, 139184, 143930, Fri Nov 02 15:11:47 EDT 2018
0, Fri Nov 02 15:09:23 EDT 2018, Fri Nov 02 15:11:02 EDT 2018, 52158, 151000, Fri Nov 02 15:11:54 EDT 2018
2, Fri Nov 02 15:20:12 EDT 2018, Fri Nov 02 15:20:16 EDT 2018, 65374, 69525, Fri Nov 02 15:21:22 EDT 2018
0, Fri Nov 02 15:20:12 EDT 2018, Fri Nov 02 15:20:16 EDT 2018, 93356, 97805, Fri Nov 02 15:21:50 EDT 2018
1, Fri Nov 02 15:20:12 EDT 2018, Fri Nov 02 15:20:17 EDT 2018, 145516, 150859, Fri Nov 02 15:22:43 EDT 2018
3, Fri Nov 02 15:20:12 EDT 2018, Fri Nov 02 15:20:18 EDT 2018, 156407, 162743, Fri Nov 02 15:22:55 EDT 2018
1, Fri Nov 02 15:37:28 EDT 2018, Fri Nov 02 15:37:33 EDT 2018, 66439, 70657, Fri Nov 02 15:38:39 EDT 2018
0, Fri Nov 02 15:37:28 EDT 2018, Fri Nov 02 15:37:33 EDT 2018, 96340, 100402, Fri Nov 02 15:39:09 EDT 2018
2, Fri Nov 02 15:37:28 EDT 2018, Fri Nov 02 15:37:34 EDT 2018, 146415, 152046, Fri Nov 02 15:40:01 EDT 2018
3, Fri Nov 02 15:37:28 EDT 2018, Fri Nov 02 15:37:35 EDT 2018, 157423, 163988, Fri Nov 02 15:40:12 EDT 2018
3, Fri Nov 02 16:11:36 EDT 2018, Fri Nov 02 16:11:40 EDT 2018, 65516, 69712, Fri Nov 02 16:12:46 EDT 2018
0, Fri Nov 02 16:11:36 EDT 2018, Fri Nov 02 16:11:40 EDT 2018, 95359, 99599, Fri Nov 02 16:13:16 EDT 2018
2, Fri Nov 02 16:11:36 EDT 2018, Fri Nov 02 16:11:41 EDT 2018, 145382, 150724, Fri Nov 02 16:14:07 EDT 2018
1, Fri Nov 02 16:11:36 EDT 2018, Fri Nov 02 16:11:42 EDT 2018, 159372, 165187, Fri Nov 02 16:14:22 EDT 2018
1, Fri Nov 02 16:20:49 EDT 2018, Fri Nov 02 16:20:54 EDT 2018, 65548, 70400, Fri Nov 02 16:21:59 EDT 2018
0, Fri Nov 02 16:20:49 EDT 2018, Fri Nov 02 16:20:54 EDT 2018, 93372, 98206, Fri Nov 02 16:22:27 EDT 2018
3, Fri Nov 02 16:20:49 EDT 2018, Fri Nov 02 16:20:55 EDT 2018, 145322, 151531, Fri Nov 02 16:23:20 EDT 2018
2, Fri Nov 02 16:20:49 EDT 2018, Fri Nov 02 16:20:56 EDT 2018, 155375, 161839, Fri Nov 02 16:23:31 EDT 2018
