6.2523e+09,1.0621e+10,1.0619e+10,0,-1
6.2523e+09,1.0612e+10,1.0601e+10,0,-1
6.2522e+09,1.0588e+10,1.0584e+10,1,-1
6.2522e+09,1.0588e+10,1.0584e+10,1,-1
6.2522e+09,1.0587e+10,1.0584e+10,1,-1
6.2523e+09,1.0575e+10,1.0574e+10,1,-1
6.2523e+09,1.0573e+10,1.0572e+10,2,-1
6.2523e+09,1.0572e+10,1.0598e+10,0,-1
6.2523e+09,1.0555e+10,1.055e+10,2,-1
6.2523e+09,1.055e+10,1.055e+10,0,-1
6.2521e+09,1.055e+10,1.055e+10,1,-1
6.2523e+09,1.0548e+10,1.054e+10,1,-1
6.2523e+09,1.0548e+10,1.054e+10,2,-1
6.2523e+09,1.0538e+10,1.0572e+10,0,-1
6.2523e+09,1.0535e+10,1.0563e+10,0,-1
6.2523e+09,1.0524e+10,1.0564e+10,1,-1
6.2523e+09,1.0524e+10,1.0556e+10,1,-1
6.2523e+09,1.0524e+10,1.0584e+10,1,-1
6.2523e+09,1.0524e+10,1.0557e+10,1,-1
6.2523e+09,1.0513e+10,1.0503e+10,1,-1
6.2523e+09,1.0513e+10,1.0538e+10,0,-1
6.2522e+09,1.0512e+10,1.0558e+10,1,-1
6.2523e+09,1.0501e+10,1.0523e+10,0,-1
6.2523e+09,1.0495e+10,1.0519e+10,0,-1
6.2523e+09,1.049e+10,1.0485e+10,2,-1
6.2523e+09,1.0489e+10,1.0513e+10,0,-1
6.2523e+09,1.0486e+10,1.058e+10,0,-1
6.2523e+09,1.0478e+10,1.0468e+10,0,-1
6.2523e+09,1.0476e+10,1.0498e+10,0,-1
6.2523e+09,1.0476e+10,1.0536e+10,2,-1
6.2523e+09,1.0475e+10,1.0497e+10,0,-1
6.2522e+09,1.0466e+10,1.054e+10,1,-1
6.2523e+09,1.0464e+10,1.0572e+10,1,-1
6.2523e+09,1.0464e+10,1.0572e+10,1,-1
6.2523e+09,1.0463e+10,1.0599e+10,1,-1
6.2523e+09,1.0463e+10,1.0556e+10,1,-1
6.2522e+09,1.0461e+10,1.0525e+10,1,-1
6.2523e+09,1.0457e+10,1.0454e+10,2,-1
6.2523e+09,1.0454e+10,1.0439e+10,0,-1
6.2523e+09,1.0452e+10,1.0439e+10,0,-1
6.2523e+09,1.045e+10,1.0439e+10,2,-1
6.2522e+09,1.0449e+10,1.0482e+10,1,-1
6.2521e+09,1.0439e+10,1.055e+10,1,-1
6.2522e+09,1.0424e+10,1.0468e+10,1,-1
6.2522e+09,1.0424e+10,1.0424e+10,1,-1
6.2523e+09,1.0402e+10,1.0396e+10,2,-1
6.2523e+09,1.04e+10,1.0396e+10,0,-1
6.2523e+09,1.0399e+10,1.0396e+10,2,-1
6.2523e+09,1.0392e+10,1.0417e+10,0,-1
6.2522e+09,1.0386e+10,1.0429e+10,1,-1
6.2523e+09,1.0386e+10,1.0484e+10,1,-1
6.2523e+09,1.0373e+10,1.0454e+10,0,-1
6.2523e+09,1.0359e+10,1.0358e+10,2,-1
6.2523e+09,1.035e+10,1.0338e+10,0,-1
6.2522e+09,1.0349e+10,1.0391e+10,1,-1
6.2523e+09,1.0347e+10,1.0424e+10,2,-1
6.2523e+09,1.0337e+10,1.0357e+10,1,-1
6.2523e+09,1.0337e+10,1.0375e+10,1,-1
6.2521e+09,1.031e+10,1.0439e+10,1,-1
6.2523e+09,1.03e+10,1.0299e+10,2,-1
6.2523e+09,1.03e+10,1.0299e+10,2,-1
6.2523e+09,1.0299e+10,1.0294e+10,0,-1
6.2523e+09,1.0289e+10,1.028e+10,0,-1
6.2523e+09,1.0287e+10,1.0319e+10,0,-1
6.2523e+09,1.0286e+10,1.028e+10,2,-1
6.2523e+09,1.0286e+10,1.028e+10,2,-1
6.2523e+09,1.0286e+10,1.028e+10,0,-1
6.2523e+09,1.028e+10,1.0307e+10,0,-1
6.2523e+09,1.0265e+10,1.0261e+10,2,-1
6.2523e+09,1.0265e+10,1.0261e+10,0,-1
6.2523e+09,1.0263e+10,1.0261e+10,2,-1
6.2523e+09,1.0263e+10,1.0261e+10,0,-1
6.2522e+09,1.0263e+10,1.0317e+10,1,-1
6.2523e+09,1.026e+10,1.0259e+10,2,-1
6.2522e+09,1.0252e+10,1.0352e+10,1,-1
6.2523e+09,1.0249e+10,1.0248e+10,2,-1
6.2523e+09,1.0245e+10,1.0278e+10,0,-1
6.2523e+09,1.0245e+10,1.028e+10,0,-1
6.2523e+09,1.0239e+10,1.0235e+10,2,-1
6.2523e+09,1.0236e+10,1.0235e+10,2,-1
6.2523e+09,1.0236e+10,1.0235e+10,2,-1
6.2523e+09,1.0236e+10,1.0235e+10,2,-1
6.2523e+09,1.023e+10,1.0617e+10,1,-1
6.2523e+09,1.0228e+10,1.0437e+10,1,-1
6.2523e+09,1.0225e+10,1.0291e+10,1,-1
6.2523e+09,1.0225e+10,1.0259e+10,1,-1
6.2523e+09,1.0225e+10,1.0261e+10,1,-1
6.2523e+09,1.0225e+10,1.0254e+10,1,-1
6.2523e+09,1.0218e+10,1.017e+10,2,-1
6.2523e+09,1.0215e+10,1.017e+10,0,-1
6.2523e+09,1.0215e+10,1.017e+10,0,-1
6.2523e+09,1.0215e+10,1.017e+10,0,-1
6.2523e+09,1.0212e+10,1.0245e+10,0,-1
6.2523e+09,1.0212e+10,1.0249e+10,1,-1
6.2523e+09,1.0212e+10,1.017e+10,2,-1
6.2523e+09,1.0212e+10,1.0433e+10,2,-1
6.2523e+09,1.0212e+10,1.017e+10,2,-1
6.2523e+09,1.0212e+10,1.0335e+10,0,-1
6.2523e+09,1.019e+10,1.017e+10,0,-1
6.2523e+09,1.019e+10,1.017e+10,0,-1
6.2523e+09,1.0188e+10,1.017e+10,2,-1
6.2523e+09,1.0188e+10,1.0567e+10,2,-1
6.2523e+09,1.0173e+10,1.017e+10,2,-1
6.2523e+09,1.0169e+10,1.0161e+10,2,-1
6.2523e+09,1.0168e+10,1.0161e+10,2,-1
6.2523e+09,1.0167e+10,1.0161e+10,2,-1
6.2523e+09,1.0165e+10,1.0161e+10,2,-1
6.2523e+09,1.0163e+10,1.0161e+10,1,-1
6.2523e+09,1.0162e+10,1.0161e+10,1,-1
6.2523e+09,1.0155e+10,1.0154e+10,0,-1
6.2523e+09,1.0155e+10,1.0154e+10,0,-1
6.2523e+09,1.0155e+10,1.0154e+10,0,-1
6.2523e+09,1.0155e+10,1.0154e+10,2,-1
6.2523e+09,1.0155e+10,1.0154e+10,0,-1
6.2523e+09,1.0153e+10,1.0142e+10,2,-1
6.2523e+09,1.0151e+10,1.0481e+10,1,-1
6.2523e+09,1.0151e+10,1.0142e+10,1,-1
6.2523e+09,1.0151e+10,1.041e+10,2,-1
6.2523e+09,1.0151e+10,1.0485e+10,2,-1
