0, Tue Nov 13 10:32:36 EST 2018, Tue Nov 13 10:32:39 EST 2018, 17345, 20004, Tue Nov 13 10:32:56 EST 2018,Tue Nov 13 10:32:38 EST 2018
100003, Tue Nov 13 10:32:47 EST 2018, Tue Nov 13 10:32:51 EST 2018, 46692, 50151, Tue Nov 13 10:33:38 EST 2018,Tue Nov 13 10:32:38 EST 2018
100002, Tue Nov 13 10:32:43 EST 2018, Tue Nov 13 10:32:48 EST 2018, 55972, 60760, Tue Nov 13 10:33:44 EST 2018,Tue Nov 13 10:32:38 EST 2018
1, Tue Nov 13 10:33:06 EST 2018, Tue Nov 13 10:33:14 EST 2018, 33183, 41840, Tue Nov 13 10:33:48 EST 2018,Tue Nov 13 10:32:38 EST 2018
2, Tue Nov 13 10:33:36 EST 2018, Tue Nov 13 10:33:40 EST 2018, 20357, 24357, Tue Nov 13 10:34:00 EST 2018,Tue Nov 13 10:32:38 EST 2018
100001, Tue Nov 13 10:32:38 EST 2018, Tue Nov 13 10:32:40 EST 2018, 90364, 92977, Tue Nov 13 10:34:11 EST 2018,Tue Nov 13 10:32:38 EST 2018
100004, Tue Nov 13 10:32:49 EST 2018, Tue Nov 13 10:33:41 EST 2018, 37956, 90408, Tue Nov 13 10:34:19 EST 2018,Tue Nov 13 10:32:38 EST 2018
3, Tue Nov 13 10:34:06 EST 2018, Tue Nov 13 10:34:13 EST 2018, 16111, 23080, Tue Nov 13 10:34:29 EST 2018,Tue Nov 13 10:32:38 EST 2018
100000, Tue Nov 13 10:32:36 EST 2018, Tue Nov 13 10:32:42 EST 2018, 109227, 114956, Tue Nov 13 10:34:31 EST 2018,Tue Nov 13 10:32:38 EST 2018
4, Tue Nov 13 10:34:36 EST 2018, Tue Nov 13 10:34:38 EST 2018, 16135, 18359, Tue Nov 13 10:34:54 EST 2018,Tue Nov 13 10:32:38 EST 2018
5, Tue Nov 13 10:35:06 EST 2018, Tue Nov 13 10:35:08 EST 2018, 16074, 18272, Tue Nov 13 10:35:24 EST 2018,Tue Nov 13 10:32:38 EST 2018
6, Tue Nov 13 10:35:35 EST 2018, Tue Nov 13 10:35:38 EST 2018, 16129, 18928, Tue Nov 13 10:35:54 EST 2018,Tue Nov 13 10:32:38 EST 2018
7, Tue Nov 13 10:36:05 EST 2018, Tue Nov 13 10:36:08 EST 2018, 16150, 19076, Tue Nov 13 10:36:24 EST 2018,Tue Nov 13 10:32:38 EST 2018
8, Tue Nov 13 10:36:35 EST 2018, Tue Nov 13 10:36:38 EST 2018, 16051, 18172, Tue Nov 13 10:36:54 EST 2018,Tue Nov 13 10:32:38 EST 2018
9, Tue Nov 13 10:37:06 EST 2018, Tue Nov 13 10:37:09 EST 2018, 15354, 18081, Tue Nov 13 10:37:24 EST 2018,Tue Nov 13 10:32:38 EST 2018
